date,INSTRUMENT_1,INSTRUMENT_2,INSTRUMENT_3,INSTRUMENT_4,INSTRUMENT_5,INSTRUMENT_6,INSTRUMENT_7,INSTRUMENT_8,INSTRUMENT_9,INSTRUMENT_10
2023-04-21,399.15,312.34,73.51,37.01,96.38,98.75,184.77,68.92,27461.77,1866.99
2023-04-22,399.16,312.33,73.52,37.01,96.38,98.75,184.76,68.92,28021.67,1892.4
2023-04-23,399.14,312.33,73.51,37.0,96.38,98.75,184.76,68.92,27796.09,1879.85
2023-04-24,399.53,311.66,73.7,36.92,97.32,99.23,185.33,69.97,27708.19,1859.16
2023-04-25,393.22,305.77,72.68,36.23,98.75,100.21,186.27,68.33,28501.83,1884.04
2023-04-26,391.54,307.6,72.63,36.44,97.7,99.82,185.26,66.05,28615.9,1883.99
2023-04-27,399.31,315.97,73.54,36.93,96.74,99.17,185.27,66.5,29678.7,1927.49
2023-04-28,402.72,318.16,73.51,37.12,98.29,99.92,185.32,68.2,29520.26,1908.62
2023-04-29,402.72,318.17,73.5,37.12,98.29,99.92,185.32,68.21,29437.31,1925.87
2023-04-30,402.7,318.17,73.5,37.12,98.3,99.92,185.32,68.21,29440.6,1887.59
2023-05-01,402.29,317.77,73.39,37.0,95.47,98.51,184.48,67.25,28264.87,1847.74
2023-05-02,397.79,314.99,72.65,36.64,97.85,99.79,188.04,63.71,28875.94,1888.02
2023-05-03,395.05,312.92,72.85,36.58,98.39,100.44,189.62,60.96,29240.54,1923.23
2023-05-04,392.22,311.81,72.7,36.87,97.42,100.42,190.96,61.35,29049.58,1895.13
2023-05-05,399.5,318.44,73.76,37.37,97.1,99.88,187.96,63.71,29736.36,2012.04
2023-05-06,399.51,318.46,73.76,37.37,97.09,99.88,187.97,63.72,29069.84,1914.18
2023-05-07,399.5,318.48,73.76,37.37,97.09,99.88,187.95,63.73,28653.63,1887.32
2023-05-08,399.57,319.25,73.79,37.39,95.72,99.26,188.2,64.98,27881.58,1864.25
2023-05-09,397.81,317.24,73.49,37.16,95.37,99.14,189.52,65.59,27844.51,1863.36
2023-05-10,399.67,320.71,73.34,37.14,96.31,99.88,189.24,65.1,27818.14,1858.09
2023-05-11,398.99,321.74,73.16,37.0,97.32,100.26,187.62,63.94,27178.09,1810.77
2023-05-12,398.45,320.6,73.04,36.57,96.5,99.66,187.3,62.75,27002.51,1823.83
2023-05-13,398.44,320.6,73.04,36.57,96.5,99.66,187.3,62.75,26991.42,1811.11
2023-05-14,398.46,320.57,73.04,36.57,96.5,99.66,187.31,62.74,27131.08,1815.15
2023-05-15,399.79,322.31,73.6,37.24,95.5,99.44,187.7,63.68,27379.44,1831.89
2023-05-16,397.14,322.68,72.9,36.97,95.21,99.12,185.35,63.22,27251.72,1839.08
2023-05-17,401.93,326.58,73.25,37.15,94.94,98.8,184.71,65.3,27626.28,1836.55
2023-05-18,405.81,332.65,73.14,36.95,94.23,98.19,182.31,64.72,27028.9,1814.79
2023-05-19,405.23,331.88,73.56,36.98,93.57,97.82,184.1,64.59,27092.25,1826.59
2023-05-20,405.25,331.9,73.57,36.98,93.57,97.82,184.1,64.59,27316.22,1833.97
2023-05-21,405.26,331.89,73.57,36.98,93.57,97.82,184.1,64.59,26964.04,1819.69
2023-05-22,405.38,333.01,73.59,37.29,93.24,97.64,183.67,64.6,27067.44,1832.05
2023-05-23,400.81,328.8,72.51,36.71,93.5,97.8,183.88,65.58,27441.09,1868.39
2023-05-24,397.91,327.09,71.45,36.43,93.04,97.55,182.4,66.37,26545.03,1813.98
2023-05-25,401.35,335.03,71.36,36.36,92.8,96.94,180.65,64.78,26686.42,1819.73
2023-05-26,406.56,343.55,72.05,37.0,93.56,97.12,181.37,65.51,26927.67,1841.99
2023-05-27,406.58,343.56,72.06,37.0,93.56,97.12,181.38,65.5,27075.49,1844.61
2023-05-28,406.59,343.53,72.06,37.0,93.55,97.12,181.38,65.49,28294.48,1924.18
2023-05-29,406.58,343.54,72.06,37.0,93.55,97.12,181.38,65.5,27969.57,1908.07
2023-05-30,406.7,345.1,71.34,36.57,94.48,97.88,182.52,62.98,27928.42,1916.19
2023-05-31,404.44,343.15,70.6,36.23,95.31,98.26,182.8,61.29,27439.13,1889.38
2023-06-01,408.29,347.09,71.65,36.87,95.68,98.29,184.24,63.23,27045.39,1877.13
2023-06-02,414.17,349.69,72.57,37.5,94.64,97.51,181.53,64.85,27476.61,1922.03
2023-06-03,414.18,349.73,72.57,37.5,94.63,97.51,181.52,64.84,27301.18,1907.19
2023-06-04,414.2,349.76,72.57,37.5,94.64,97.51,181.52,64.84,27351.96,1904.62
2023-06-05,413.41,350.03,72.15,37.49,94.46,97.48,182.62,64.73,25946.78,1824.48
2023-06-06,414.25,349.98,72.75,37.83,95.02,97.54,182.81,64.49,27462.6,1899.23
2023-06-07,412.79,344.02,70.81,37.67,93.6,96.83,180.61,65.41,26568.09,1846.28
2023-06-08,415.33,348.31,71.56,37.93,94.7,97.48,183.0,64.15,26731.62,1859.75
2023-06-09,416.06,349.63,71.44,38.1,94.57,97.13,182.51,63.61,26700.19,1855.13
2023-06-10,416.02,349.65,71.44,38.11,94.57,97.13,182.51,63.61,26057.65,1765.97
2023-06-11,416.04,349.63,71.44,38.1,94.57,97.13,182.51,63.6,26137.18,1767.17
2023-06-12,419.82,355.54,71.75,38.18,94.85,97.28,182.34,60.87,26122.52,1756.93
2023-06-13,422.61,358.27,72.43,38.56,93.92,96.59,181.01,62.81,26150.04,1755.01
2023-06-14,423.12,360.88,72.7,38.85,94.67,96.72,181.1,62.48,25343.05,1664.84
2023-06-15,428.38,365.19,73.46,39.21,95.58,97.48,182.37,64.07,25811.57,1680.63
2023-06-16,426.92,362.88,73.3,39.08,95.21,97.05,182.1,65.03,26566.05,1732.09
2023-06-17,426.94,362.85,73.3,39.08,95.21,97.05,182.1,65.02,26739.52,1742.17
2023-06-18,426.98,362.89,73.3,39.08,95.21,97.05,182.11,65.03,26573.9,1735.5
2023-06-19,427.0,362.94,73.3,39.08,95.21,97.05,182.12,65.04,27088.22,1752.12
2023-06-20,424.76,362.43,72.32,38.31,95.87,97.34,180.23,64.6,28570.42,1807.18
2023-06-21,422.59,357.46,72.43,38.14,96.1,97.43,179.97,65.73,30282.06,1904.55
2023-06-22,424.14,361.66,71.98,38.01,94.94,96.87,178.17,63.19,30173.54,1887.06
2023-06-23,420.96,358.09,70.86,37.45,95.89,97.27,178.66,63.09,30984.36,1908.1
2023-06-24,420.95,358.12,70.86,37.45,95.9,97.27,178.66,63.09,30820.58,1889.89
2023-06-25,420.97,358.09,70.85,37.45,95.9,97.27,178.66,63.09,30756.95,1913.1
2023-06-26,419.27,353.29,70.94,37.57,96.01,97.52,178.99,63.41,30545.54,1873.03
2023-06-27,423.92,359.37,71.56,37.95,95.76,97.17,178.17,61.96,30973.89,1903.63
2023-06-28,424.12,360.09,71.61,37.72,96.17,97.56,177.77,63.2,30354.45,1840.87
2023-06-29,425.78,359.36,71.52,37.52,94.44,96.56,177.58,63.64,30726.93,1865.04
2023-06-30,430.8,364.87,72.4,37.82,95.55,96.77,178.77,64.24,30743.64,1947.26
2023-07-01,430.79,364.88,72.4,37.82,95.56,96.77,178.77,64.24,30857.75,1938.64
2023-07-02,430.77,364.9,72.39,37.82,95.56,96.77,178.77,64.23,30880.91,1951.75
2023-07-03,431.21,365.76,72.31,38.24,95.03,96.12,178.97,64.06,31434.28,1970.2
2023-07-04,431.2,365.77,72.32,38.24,95.02,96.12,178.97,64.06,31039.7,1950.71
2023-07-05,430.56,365.75,71.51,38.01,94.12,95.66,178.34,65.31,30764.51,1924.41
2023-07-06,427.18,362.95,70.27,37.24,92.79,94.88,177.81,65.13,30148.83,1859.54
2023-07-07,426.14,361.77,70.8,37.66,92.23,94.76,179.14,66.57,30606.62,1884.91
2023-07-08,426.14,361.77,70.8,37.66,92.22,94.76,179.14,66.56,30546.97,1879.51
2023-07-09,426.17,361.78,70.8,37.66,92.23,94.76,179.15,66.56,30417.11,1876.43
2023-07-10,427.25,361.94,71.0,37.69,92.34,95.26,179.29,66.24,30666.5,1893.63
2023-07-11,429.99,363.7,71.63,38.07,92.82,95.46,179.98,67.75,30877.26,1891.01
2023-07-12,433.46,368.28,73.01,38.92,93.85,96.39,182.41,68.6,30630.78,1884.93
2023-07-13,436.93,374.54,74.17,39.43,94.84,97.19,182.54,69.84,31707.14,2017.8
2023-07-14,436.66,374.45,73.75,39.21,94.27,96.71,181.96,68.2,30555.37,1951.05
2023-07-15,436.67,374.47,73.75,39.21,94.27,96.71,181.96,68.2,30525.59,1944.76
2023-07-16,436.67,374.46,73.76,39.21,94.27,96.71,181.95,68.2,30472.66,1935.46
2023-07-17,438.18,377.93,73.66,39.26,94.31,96.87,182.08,67.3,30383.62,1924.27
2023-07-18,441.45,381.03,74.14,38.97,94.74,96.98,184.18,68.7,30097.16,1910.7
2023-07-19,442.48,380.94,74.11,38.89,95.81,97.31,184.22,68.42,30143.87,1902.11
2023-07-20,439.54,372.18,73.73,38.61,94.65,96.54,183.29,68.81,30031.58,1904.47
2023-07-21,439.54,371.07,73.88,38.55,94.68,96.62,182.73,69.76,30133.93,1904.09
2023-07-22,439.57,371.08,73.88,38.55,94.67,96.62,182.74,69.76,30026.72,1878.02
2023-07-23,439.6,371.09,73.88,38.55,94.67,96.62,182.74,69.76,30321.16,1900.87
2023-07-24,441.56,371.68,73.7,39.07,94.33,96.4,181.95,71.48,29409.08,1862.5
2023-07-25,442.72,374.18,73.79,39.4,94.16,96.22,182.96,71.96,29469.87,1870.67
2023-07-26,442.8,372.95,73.99,39.62,94.25,96.55,183.84,71.44,29594.25,1885.05
2023-07-27,439.81,372.05,73.81,39.14,92.41,95.49,180.96,72.21,29457.28,1873.65
2023-07-28,444.15,378.87,74.35,40.08,92.89,95.81,182.41,72.87,29541.1,1886.2
2023-07-29,444.15,378.9,74.35,40.08,92.9,95.81,182.42,72.87,29588.59,1892.09
2023-07-30,444.17,378.91,74.34,40.08,92.9,95.81,182.41,72.86,29518.84,1873.28
2023-07-31,445.0,379.12,74.36,40.1,93.12,95.93,182.89,73.95,29470.66,1868.18
2023-08-01,443.69,378.24,73.43,39.59,91.59,95.12,180.99,73.75,29950.58,1886.21
2023-08-02,437.53,369.91,72.06,38.64,90.61,94.93,180.13,72.26,29427.15,1852.2
2023-08-03,436.27,369.31,71.86,38.8,88.52,94.23,180.07,73.93,29437.07,1847.15
2023-08-04,434.29,367.58,72.06,38.75,90.09,95.23,180.71,74.58,29354.84,1841.05
2023-08-05,434.29,367.59,72.06,38.74,90.09,95.23,180.71,74.57,29318.04,1847.83
2023-08-06,434.35,367.6,72.05,38.75,90.09,95.24,180.71,74.56,29331.78,1841.69
2023-08-07,438.16,370.73,72.67,38.69,89.2,95.01,180.3,74.59,29450.83,1840.36
2023-08-08,436.27,367.56,72.23,38.22,90.24,95.49,179.15,74.85,30006.09,1867.55
2023-08-09,433.38,363.51,72.21,38.31,90.71,95.55,178.29,75.89,29814.93,1866.28
2023-08-10,433.56,364.21,72.52,38.37,89.22,94.82,178.1,74.98,29694.28,1862.87
2023-08-11,433.31,361.9,72.03,37.8,89.02,94.31,178.1,75.03,29661.95,1860.09
2023-08-12,433.26,361.9,72.04,37.8,89.01,94.32,178.11,75.03,29658.99,1861.91
2023-08-13,433.26,361.89,72.04,37.8,89.02,94.32,178.11,75.03,29533.16,1852.3
2023-08-14,435.67,365.95,71.72,37.62,88.82,94.16,177.57,74.58,29657.89,1856.37
2023-08-15,430.57,362.07,70.83,37.19,88.28,93.98,177.1,73.37,29433.18,1839.83
2023-08-16,427.41,358.25,70.25,36.85,87.59,93.62,176.09,72.1,28965.46,1818.47
2023-08-17,424.14,354.39,69.75,36.94,87.22,93.51,175.82,72.71,26834.71,1691.66
2023-08-18,424.37,353.95,69.75,36.69,87.52,93.79,175.83,73.54,26259.97,1671.97
2023-08-19,424.39,353.96,69.76,36.69,87.52,93.79,175.83,73.54,26302.88,1679.66
2023-08-20,424.4,353.93,69.76,36.69,87.51,93.79,175.84,73.55,26388.24,1695.8
2023-08-21,427.17,359.62,70.02,36.78,86.35,93.21,176.32,73.34,26324.43,1677.87
2023-08-22,426.02,359.13,69.89,36.7,87.0,93.25,176.6,73.04,26256.73,1645.34
2023-08-23,430.76,364.8,70.65,37.28,89.16,94.26,178.39,72.1,26635.98,1690.14
2023-08-24,424.77,356.91,69.69,37.13,88.57,93.91,178.36,72.16,26378.97,1671.93
2023-08-25,427.72,359.69,70.15,37.17,88.86,93.88,178.13,73.22,26247.87,1663.63
2023-08-26,427.72,359.73,70.15,37.17,88.86,93.88,178.13,73.22,26201.87,1657.11
2023-08-27,427.73,359.69,70.15,37.17,88.85,93.88,178.14,73.24,26289.39,1668.16
2023-08-28,430.47,362.43,70.89,37.53,88.95,94.14,178.64,73.19,26301.6,1662.9
2023-08-29,436.72,370.28,71.77,38.01,89.88,94.81,180.4,74.11,27914.92,1740.16
2023-08-30,438.56,372.37,71.74,37.89,89.78,94.8,180.86,74.45,27492.75,1715.51
2023-08-31,437.89,373.48,71.45,37.42,90.18,94.99,180.55,75.86,26124.87,1655.31
2023-09-01,438.7,373.04,71.41,37.85,88.78,94.17,180.64,77.75,25986.36,1638.43
2023-09-02,438.71,373.05,71.4,37.85,88.79,94.17,180.64,77.75,26045.94,1646.23
2023-09-03,438.76,373.07,71.4,37.85,88.79,94.17,180.64,77.74,26150.33,1644.64
2023-09-04,438.8,373.08,71.4,37.86,88.79,94.17,180.64,77.74,26001.41,1639.32
2023-09-05,436.93,373.57,70.78,37.55,87.54,93.6,179.16,78.59,25963.48,1643.34
2023-09-06,433.98,370.27,70.63,37.34,87.75,93.36,178.35,79.36,25920.36,1642.21
2023-09-07,432.63,367.58,70.4,36.9,87.99,93.68,178.54,78.77,26424.38,1656.95
2023-09-08,433.3,368.11,70.3,36.98,88.34,93.7,178.59,79.11,26077.69,1644.86
2023-09-09,433.27,368.15,70.3,36.98,88.34,93.7,178.58,79.11,26073.77,1643.91
2023-09-10,433.27,368.17,70.3,36.98,88.34,93.71,178.58,79.09,26016.19,1625.61
2023-09-11,436.11,372.47,71.03,37.44,87.7,93.55,178.9,79.16,25337.54,1559.63
2023-09-12,433.76,368.3,70.74,37.32,88.2,93.68,177.97,80.5,26017.34,1600.71
2023-09-13,434.25,369.68,70.52,37.28,88.18,93.79,177.55,80.48,26395.63,1615.55
2023-09-14,437.95,372.67,71.45,37.53,87.54,93.58,177.64,81.93,26701.86,1634.15
2023-09-15,432.68,366.29,71.3,37.38,87.0,93.29,178.82,82.12,26780.26,1648.99
2023-09-16,432.67,366.3,71.3,37.39,87.0,93.29,178.82,82.11,26737.48,1641.95
2023-09-17,432.67,366.27,71.29,37.38,87.01,93.29,178.83,82.12,26708.57,1629.97
2023-09-18,432.92,366.67,71.05,37.34,87.51,93.38,179.89,82.28,26946.61,1644.65
2023-09-19,432.02,365.9,71.11,37.11,86.86,93.04,179.71,82.32,27400.44,1650.65
2023-09-20,428.06,360.62,70.93,36.96,87.13,92.97,179.84,80.95,27309.7,1628.81
2023-09-21,420.96,354.0,69.75,36.32,84.89,92.28,178.55,81.22,26753.64,1590.12
2023-09-22,420.0,354.01,69.81,36.75,85.57,92.64,179.13,81.44,26765.76,1598.88
2023-09-23,420.01,354.0,69.81,36.75,85.56,92.64,179.13,81.45,26766.62,1598.58
2023-09-24,420.0,354.0,69.81,36.75,85.56,92.64,179.13,81.43,26441.21,1586.02
2023-09-25,421.73,355.69,69.5,36.59,83.46,91.96,178.21,81.19,26501.22,1593.87
2023-09-26,415.55,350.36,68.6,36.07,83.16,91.93,176.78,81.69,26416.95,1599.8
2023-09-27,415.74,351.18,68.47,36.13,82.73,91.52,174.58,83.74,26572.66,1604.35
2023-09-28,418.15,354.11,69.04,36.23,82.99,91.76,173.71,82.39,27231.12,1659.04
2023-09-29,417.09,354.38,68.83,36.25,83.01,91.78,171.92,81.69,27118.68,1673.4
2023-09-30,417.11,354.4,68.83,36.25,83.01,91.78,171.92,81.7,27175.68,1677.16
2023-10-01,417.08,354.4,68.84,36.25,83.01,91.79,171.91,81.68,28217.2,1740.37
2023-10-02,416.91,357.36,67.83,36.06,81.62,90.8,170.11,80.19,27712.56,1668.69
2023-10-03,411.32,351.09,66.97,35.59,79.87,90.05,169.62,80.73,27651.29,1663.16
2023-10-04,414.29,355.85,67.09,35.48,80.99,90.62,169.59,76.34,27998.17,1653.37
2023-10-05,414.12,354.81,67.68,35.61,80.59,90.79,169.27,74.73,27627.25,1618.5
2023-10-06,419.04,360.75,68.44,36.13,79.61,90.26,170.15,74.9,28150.11,1651.51
2023-10-07,419.02,360.76,68.43,36.13,79.61,90.26,170.16,74.89,28172.75,1640.13
2023-10-08,419.04,360.76,68.44,36.13,79.61,90.26,170.15,74.88,28134.32,1639.57
2023-10-09,421.71,362.59,68.33,35.95,81.48,91.41,173.27,77.89,27799.32,1586.59
2023-10-10,423.92,364.59,69.27,36.47,81.36,91.23,173.0,77.45,27608.24,1574.02
2023-10-11,425.67,367.18,69.56,36.7,83.06,91.73,174.26,76.4,27083.03,1572.88
2023-10-12,423.06,365.87,68.98,36.29,80.81,90.85,173.73,76.16,26961.75,1545.55
2023-10-13,420.93,361.28,68.35,36.15,82.26,91.43,179.31,79.76,27059.98,1557.73
2023-10-14,420.9,361.28,68.35,36.15,82.26,91.43,179.31,79.75,27051.33,1560.43
2023-10-15,420.9,361.3,68.35,36.15,82.26,91.43,179.32,79.75,27360.02,1563.04
2023-10-16,425.32,365.37,68.85,36.42,80.93,90.88,178.45,79.15,28719.37,1605.17
2023-10-17,425.26,364.22,68.89,36.32,80.05,89.99,178.79,79.55,28621.07,1571.2
2023-10-18,419.58,359.43,67.69,35.77,79.35,89.58,181.38,80.61,28540.43,1569.22
2023-10-19,415.87,356.05,67.08,35.55,77.72,89.14,183.6,82.46,28940.48,1572.36
2023-10-20,410.8,350.72,66.48,35.12,78.17,89.65,184.09,81.46,29901.82,1609.7
2023-10-21,410.76,350.68,66.48,35.13,78.17,89.65,184.09,81.46,30145.66,1635.01
2023-10-22,410.73,350.71,66.48,35.13,78.18,89.65,184.09,81.46,30234.8,1669.94
2023-10-23,410.04,351.8,66.53,35.1,79.12,90.08,183.47,79.65,33328.28,1771.93
2023-10-24,413.16,355.24,66.91,35.54,80.16,90.24,183.46,77.67,34199.25,1791.56
2023-10-25,407.22,346.52,66.43,35.08,78.38,89.45,184.23,79.21,34776.38,1793.66
2023-10-26,402.33,339.95,65.95,34.91,79.58,90.13,184.51,77.63,34419.44,1810.58
2023-10-27,400.52,341.58,65.75,34.88,79.24,90.26,186.66,79.11,34153.61,1786.19
2023-10-28,400.47,341.57,65.75,34.88,79.24,90.26,186.65,79.11,34344.66,1783.08
2023-10-29,400.43,341.6,65.75,34.88,79.24,90.26,186.64,79.12,34788.84,1802.29
2023-10-30,405.22,345.46,66.59,35.24,78.88,89.96,185.6,76.78,34724.86,1816.43
2023-10-31,407.79,347.16,66.83,35.04,78.49,89.77,184.58,75.74,34891.68,1821.96
2023-11-01,412.13,353.19,67.46,35.37,80.19,90.55,184.0,75.47,35674.63,1854.97
2023-11-02,420.03,359.6,68.84,35.99,82.02,91.12,184.61,76.92,35195.42,1807.71
2023-11-03,423.89,363.81,69.56,36.72,82.57,91.82,185.28,75.58,34962.41,1839.3
2023-11-04,423.93,363.77,69.56,36.72,82.57,91.82,185.29,75.59,35323.94,1862.48
2023-11-05,423.92,363.76,69.56,36.72,82.57,91.82,185.28,75.58,35276.54,1898.42
2023-11-06,424.89,365.27,69.21,37.02,81.76,91.29,183.83,75.66,35312.22,1907.29
2023-11-07,426.14,368.74,68.79,36.95,82.97,91.81,183.07,72.52,35671.77,1891.36
2023-11-08,426.42,368.97,68.7,36.7,84.38,92.18,181.24,70.89,35887.77,1893.88
2023-11-09,423.12,366.11,68.69,36.36,82.44,91.27,181.97,70.95,36968.98,2128.07
2023-11-10,429.7,374.35,69.0,36.62,82.9,91.37,179.98,72.51,37585.4,2084.76
2023-11-11,429.7,374.37,68.99,36.62,82.9,91.37,179.98,72.51,37410.36,2060.17
2023-11-12,429.7,374.38,69.0,36.62,82.91,91.37,179.98,72.52,37343.59,2052.14
2023-11-13,429.27,373.22,69.18,36.61,82.72,91.32,180.98,73.66,36734.82,2060.5
2023-11-14,437.57,381.23,70.94,37.58,84.59,92.69,182.6,73.44,35825.66,1986.03
2023-11-15,438.51,381.54,70.83,37.89,83.41,91.97,182.11,72.08,38148.95,2065.99
2023-11-16,439.06,381.79,70.78,37.53,84.45,92.66,184.17,68.75,36432.92,1969.38
2023-11-17,439.61,381.89,71.74,37.58,84.84,92.72,184.14,71.47,36903.07,1969.06
2023-11-18,439.61,381.95,71.74,37.58,84.85,92.72,184.13,71.47,36848.04,1970.59
2023-11-19,439.62,381.92,71.73,37.58,84.84,92.72,184.13,71.48,37645.23,2020.06
2023-11-20,442.99,386.56,72.0,38.05,85.36,92.85,183.82,73.04,37729.31,2029.84
2023-11-21,442.04,384.31,71.71,37.81,85.32,92.97,185.82,73.27,36004.77,1941.35
2023-11-22,443.76,385.88,71.89,37.74,85.62,92.94,185.03,72.35,37677.07,2072.69
2023-11-23,443.81,385.9,71.88,37.74,85.62,92.94,185.04,72.36,37558.65,2071.3
2023-11-24,444.08,385.37,72.43,37.76,84.61,92.46,186.01,71.57,37987.36,2089.16
2023-11-25,444.07,385.37,72.43,37.75,84.61,92.46,186.02,71.58,38042.34,2092.29
2023-11-26,444.09,385.39,72.43,37.75,84.61,92.46,186.01,71.58,37715.16,2071.67
2023-11-27,443.31,385.05,72.18,37.6,86.01,93.16,187.28,70.73,37516.12,2036.63
2023-11-28,443.73,386.14,72.2,37.92,86.19,93.57,189.78,72.05,38099.86,2057.29
2023-11-29,443.41,385.76,72.34,37.7,87.27,94.07,190.06,73.32,38136.73,2036.9
2023-11-30,445.17,384.8,72.29,37.78,86.26,93.61,189.27,70.92,38006.92,2060.24
2023-12-01,447.78,385.86,73.05,37.93,87.88,94.24,192.54,70.01,38982.1,2095.42
2023-12-02,447.78,385.84,73.05,37.94,87.88,94.24,192.54,70.01,39744.01,2173.24
2023-12-03,447.78,385.87,73.04,37.94,87.89,94.24,192.54,70.02,40274.85,2201.58
2023-12-04,445.45,382.26,72.47,37.51,87.53,93.85,188.38,69.25,42303.73,2250.53
2023-12-05,445.35,383.17,72.21,37.28,89.41,94.51,187.69,68.35,44407.54,2300.89
2023-12-06,443.51,380.95,72.43,37.23,90.6,94.9,188.37,65.5,44089.8,2240.16
2023-12-07,446.86,386.31,72.79,37.41,90.08,94.76,188.69,65.86,43602.03,2363.76
2023-12-08,448.75,388.03,73.01,37.25,89.34,94.15,186.17,67.3,44494.93,2366.67
2023-12-09,448.72,388.02,73.01,37.25,89.34,94.16,186.18,67.3,44021.05,2348.4
2023-12-10,448.72,387.98,73.0,37.25,89.34,94.15,186.18,67.31,44096.62,2360.43
2023-12-11,450.44,391.3,73.18,37.47,89.16,94.16,184.12,67.57,41553.77,2232.87
2023-12-12,452.48,394.43,73.31,37.48,89.42,94.36,184.02,64.99,41798.38,2211.38
2023-12-13,458.7,399.41,74.38,37.85,91.52,95.76,188.16,66.09,43189.03,2268.42
2023-12-14,460.16,399.09,74.92,38.41,93.6,96.28,189.28,67.94,43349.89,2324.73
2023-12-15,459.44,401.04,74.2,38.18,93.7,96.2,187.53,67.94,42256.69,2229.14
2023-12-16,459.45,401.06,74.2,38.17,93.7,96.2,187.53,67.93,42601.47,2237.45
2023-12-17,459.45,401.08,74.2,38.17,93.69,96.2,187.53,67.93,41686.87,2205.73
2023-12-18,462.03,403.62,74.38,38.16,92.94,95.98,188.37,68.87,42977.42,2228.66
2023-12-19,464.83,405.7,75.01,38.48,93.45,96.16,189.65,70.15,42591.32,2187.44
2023-12-20,458.39,399.69,73.33,37.79,94.07,96.64,188.61,69.57,43990.6,2211.87
2023-12-21,462.75,404.3,74.52,38.5,93.48,96.49,189.94,69.82,44184.38,2249.36
2023-12-22,463.66,404.86,74.59,38.32,93.05,96.4,190.78,69.48,44290.45,2335.16
2023-12-23,463.66,404.85,74.59,38.32,93.04,96.4,190.77,69.49,44016.15,2319.02
2023-12-24,463.62,404.84,74.6,38.31,93.04,96.4,190.77,69.49,43299.31,2273.86
2023-12-25,463.62,404.85,74.6,38.31,93.04,96.4,190.77,69.49,43889.3,2281.28
2023-12-26,465.6,407.34,74.94,38.62,93.31,96.46,192.2,71.02,42806.01,2240.13
2023-12-27,466.43,407.98,75.34,38.84,94.96,97.22,193.07,69.72,43735.47,2388.85
2023-12-28,466.65,407.81,75.14,39.14,94.27,96.85,191.95,67.95,42860.51,2355.44
2023-12-29,465.28,406.02,75.22,39.12,93.42,96.61,191.64,67.4,42361.72,2311.26
2023-12-30,465.28,406.03,75.22,39.13,93.42,96.61,191.65,67.39,42430.64,2303.89
2023-12-31,465.28,406.01,75.22,39.13,93.43,96.61,191.65,67.4,42582.71,2293.79
2024-01-01,465.28,406.0,75.22,39.13,93.42,96.61,191.64,67.39,44499.19,2364.49
2024-01-02,462.67,399.14,74.39,38.67,92.89,96.25,191.19,66.5,45263.96,2367.31
2024-01-03,458.9,394.84,73.84,38.46,93.28,96.48,189.6,68.95,43151.6,2222.2
2024-01-04,457.44,392.86,74.01,38.33,91.87,95.9,189.79,68.31,44477.69,2280.51
2024-01-05,458.1,393.34,74.06,38.38,90.99,95.55,189.81,69.79,44464.3,2282.34
2024-01-06,458.1,393.33,74.07,38.38,90.99,95.55,189.82,69.79,44279.49,2254.69
2024-01-07,458.11,393.37,74.06,38.38,90.99,95.55,189.82,69.8,44245.59,2234.96
2024-01-08,464.64,401.5,74.86,38.49,91.89,95.87,188.34,67.14,47279.3,2344.09
2024-01-09,463.95,402.29,74.18,37.95,91.3,95.82,188.39,68.14,46425.97,2356.85
2024-01-10,466.56,405.01,74.66,37.86,90.87,95.68,187.96,67.3,46965.47,2598.27
2024-01-11,466.38,405.89,74.65,38.02,91.38,96.19,188.33,68.4,46654.66,2631.96
2024-01-12,466.75,406.1,74.97,38.15,91.2,96.45,190.16,68.79,43068.38,2536.29
2024-01-13,466.75,406.1,74.96,38.15,91.2,96.45,190.15,68.79,43131.94,2592.25
2024-01-14,466.7,406.13,74.96,38.15,91.2,96.45,190.16,68.79,42003.28,2486.63
2024-01-15,466.68,406.14,74.96,38.15,91.19,96.45,190.16,68.79,42795.5,2526.21
2024-01-16,465.0,406.1,73.7,37.22,89.59,95.67,188.35,68.01,43420.13,2601.44
2024-01-17,462.43,403.84,73.01,36.67,89.44,95.36,186.27,68.71,43045.25,2544.42
2024-01-18,466.54,409.63,73.67,36.97,88.61,95.15,187.8,69.84,41576.67,2484.48
2024-01-19,472.38,417.76,73.84,37.36,88.89,95.16,188.36,69.6,41915.23,2506.07
2024-01-20,472.39,417.77,73.84,37.36,88.89,95.16,188.37,69.6,41958.07,2486.55
2024-01-21,472.42,417.77,73.83,37.37,88.89,95.16,188.37,69.59,41850.77,2472.07
2024-01-22,473.44,418.35,74.06,37.04,89.42,95.45,187.66,70.47,39816.17,2328.42
2024-01-23,474.86,420.07,73.85,37.36,88.72,95.21,188.4,70.44,40146.21,2256.48
2024-01-24,475.38,422.39,74.41,37.77,88.2,94.94,186.84,71.32,40351.65,2249.3
2024-01-25,477.99,422.87,74.62,37.83,88.77,95.35,187.59,73.02,40224.91,2232.06
2024-01-26,477.38,420.32,74.95,37.86,88.6,95.18,187.47,73.9,42095.67,2280.92
2024-01-27,477.36,420.31,74.95,37.86,88.61,95.18,187.48,73.9,42394.57,2281.04
2024-01-28,477.4,420.31,74.95,37.86,88.61,95.18,187.47,73.9,42308.34,2269.25
