date,INSTRUMENT_1_vol,INSTRUMENT_2_vol,INSTRUMENT_3_vol,INSTRUMENT_4_vol,INSTRUMENT_5_vol,INSTRUMENT_6_vol,INSTRUMENT_7_vol,INSTRUMENT_8_vol,INSTRUMENT_9_vol,INSTRUMENT_10_vol
2023-03-01,96300432,60888819,20750531,40163299,20146235,7997348,7309206,2708869,302292,467040
2023-03-02,90707380,51825553,19966295,29988872,24708479,13662915,3811099,1618612,240711,456572
2023-03-03,92540870,67905936,23234260,21506503,35150298,6243927,6803286,5499400,333510,714561
2023-03-04,0,0,0,0,0,0,0,0,136087,240217
2023-03-05,0,0,0,0,0,0,0,0,152935,277887
2023-03-06,73939065,56412950,23271173,25373887,17622345,3625109,4422953,3869355,214408,306984
2023-03-07,114437601,70567409,24737924,37781485,25644833,5103285,8148214,5247772,293217,440755
2023-03-08,76234019,43375712,21589332,20343999,21559157,4780215,5565504,3168207,295313,460620
2023-03-09,113525181,73590132,24207809,41756430,24719269,11925773,5506267,2564906,460222,734736
2023-03-10,198973926,101825283,31338448,54725668,46643090,10492356,12848300,2897285,598993,926106
2023-03-11,0,0,0,0,0,0,0,0,411866,1294323
2023-03-12,0,0,0,0,0,0,0,0,461079,1022461
2023-03-13,162137873,89713397,24691890,48848609,59701214,25844587,22463186,5561547,696087,1262437
2023-03-14,149157169,75513557,18727028,39663761,41514983,43027164,9260969,6518951,681689,1326005
2023-03-15,167555495,90563923,36150375,60085977,45303302,25916293,13868631,13740443,612742,1006568
2023-03-16,142153905,96863166,30737044,38180080,44918255,13634530,9954117,8363136,438708,627568
2023-03-17,138634669,88531140,23468473,43957403,40059921,11261963,23768359,8873849,574033,889409
2023-03-18,0,0,0,0,0,0,0,0,367639,662638
2023-03-19,0,0,0,0,0,0,0,0,384478,497025
2023-03-20,88307241,59770720,23938109,28720338,24199926,8112691,11015587,5116937,454565,671278
2023-03-21,88854360,47976829,17426273,29338523,20606426,10066543,10166097,4047389,429912,704351
2023-03-22,118232780,77628348,16491433,45989479,28871451,10210917,12047544,3515104,211688,801090
2023-03-23,122221127,79053255,24165795,42249293,29877397,7180940,11235266,2662343,123934,685674
2023-03-24,105303845,56561000,29086406,27355403,24473246,9503837,9087982,3685887,84625,619343
2023-03-25,0,0,0,0,0,0,0,0,53140,385998
2023-03-26,0,0,0,0,0,0,0,0,46302,366310
2023-03-27,71933810,48412086,23512878,39949846,23761624,8198755,6886298,8302622,86365,524420
2023-03-28,66969118,56040361,20385591,48693242,19097137,12427745,6900758,3974048,82324,542306
2023-03-29,84346867,53748693,27424809,32704251,20422976,13619021,5540464,2545396,92679,502401
2023-03-30,71859911,65638824,20768879,33482071,16211758,4181372,6963292,3255430,99205,588873
2023-03-31,108939461,58818132,26549977,31745024,27499954,5918376,7787639,2869976,74499,573650
2023-04-01,0,0,0,0,0,0,0,0,26971,276886
2023-04-02,0,0,0,0,0,0,0,0,35924,302814
2023-04-03,69965101,45406671,20508608,20222535,19420940,6576472,7748714,8729331,83635,548002
2023-04-04,69856608,46944106,14347449,34628166,20695690,7121439,14966276,3772358,47655,622749
2023-04-05,68277145,68396008,16109173,36437140,22932266,6530206,11560478,2884406,63078,539265
2023-04-06,61151568,50653846,12250827,23592290,17741403,3915249,6756603,2740886,43496,416132
2023-04-07,0,0,0,0,0,0,0,0,26780,304989
2023-04-08,0,0,0,0,0,0,0,0,19856,186068
2023-04-09,0,0,0,0,0,0,0,0,31735,302237
2023-04-10,65461021,47387501,12663934,20881838,21607923,6227665,6305321,2722478,62099,401320
2023-04-11,58993314,41249813,10325999,22419507,15440596,5887181,6359843,3038637,69321,424567
2023-04-12,86588942,62832858,13462330,32186035,22725110,6069278,10108785,4334084,60664,606267
2023-04-13,86132897,56838340,11760330,31849458,22765862,40263262,14647694,2853534,47136,680670
2023-04-14,77340141,53204141,14368230,26294244,21741882,5330245,13473114,3133519,75373,937267
2023-04-15,0,0,0,0,0,0,0,0,24214,309030
2023-04-16,0,0,0,0,0,0,0,0,25368,322162
2023-04-17,68262743,41760075,16973167,27074072,21959297,5432428,7165814,2929948,58033,442500
2023-04-18,66156060,49013333,14552644,25423641,16578892,5041823,7508373,1497741,60480,416566
2023-04-19,56499154,38684078,8940395,27012187,16906624,4392938,7504751,3402642,94344,825291
2023-04-20,71723944,65214347,13188808,30377906,18156536,4579136,5987299,3408969,80776,620852
2023-04-21,74273060,61664649,14685861,24731705,14134778,6049781,10344575,2447242,76232,789147
2023-04-22,0,0,0,0,0,0,0,0,34060,328590
2023-04-23,0,0,0,0,0,0,0,0,36195,341541
2023-04-24,62267149,48223161,12761373,20283611,17877976,5676891,8254336,1967775,52572,446403
2023-04-25,98310753,61936518,12609921,30393532,24222749,13001772,8612995,2225093,50909,478341
2023-04-26,90333583,50869453,16998008,46570715,20301414,5266491,8351583,5554501,125719,951693
2023-04-27,93416425,64639548,13536720,23583659,23572746,5220748,9693767,2636972,97154,765586
2023-04-28,94544330,65223445,17277280,23635470,25795129,8703591,6900639,3218232,52140,386980
2023-04-29,0,0,0,0,0,0,0,0,21386,170050
2023-04-30,0,0,0,0,0,0,0,0,38231,310695
2023-05-01,60392376,44305815,23882630,18260509,36275340,17393511,7962950,2841406,71609,424223
2023-05-02,112835706,59591279,13304157,25126934,30115115,8050420,13029821,6656537,53088,379621
2023-05-03,95260127,63778243,12516791,17612047,23614390,9976046,10015239,12160719,61674,468794
2023-05-04,96810783,51478675,17063676,32024699,29156607,12773854,13890445,4781282,42991,389545
2023-05-05,90059178,54642667,11531825,19927782,17373319,10513380,11905704,4711223,62009,580172
2023-05-06,0,0,0,0,0,0,0,0,50634,609755
2023-05-07,0,0,0,0,0,0,0,0,32550,438158
2023-05-08,52507664,37442595,7523959,20905379,22974604,7270879,6213389,2888566,72172,631554
2023-05-09,47136130,32478010,15059803,16756506,20087920,6912637,6753270,5997834,38865,305815
2023-05-10,102419414,59862660,14554417,25159855,25810386,10228630,9793356,2736671,74175,602377
2023-05-11,71810295,45702044,14701395,40956087,20518281,5446701,8268245,4189882,45556,521138
2023-05-12,72147114,48882499,15349924,36367220,17027105,4892929,6624320,3981720,71936,558244
2023-05-13,0,0,0,0,0,0,0,0,22933,222079
2023-05-14,0,0,0,0,0,0,0,0,20758,207069
2023-05-15,56571490,35666265,11010961,32089683,23068056,4423271,6034279,5020729,38509,375194
2023-05-16,59733444,42294997,13183077,24897370,32900129,6792303,9672574,1996369,31036,338897
2023-05-17,89752917,45219737,21543468,23395866,23506906,5781229,8484008,4296919,41543,355737
2023-05-18,107029204,66631360,11100720,33155826,28329130,8786624,8170899,2299499,46253,277857
2023-05-19,116552114,60109813,16050983,27884725,31722007,12968769,7905270,2564603,27776,234444
2023-05-20,0,0,0,0,0,0,0,0,14526,121911
2023-05-21,0,0,0,0,0,0,0,0,24092,156382
2023-05-22,63204805,47554058,11684084,32048830,21761327,6722133,5021615,1553223,27485,242599
2023-05-23,92734282,48335809,19589220,48465753,21874374,7764916,6529573,3550022,38963,415125
2023-05-24,89997476,67698379,21679058,31891345,21411438,7722075,6581350,3694563,56027,399792
2023-05-25,94950928,67114222,17580552,26931096,23232687,11795488,7283335,4294332,38787,324658
2023-05-26,94237915,64674467,11154911,27224968,18189441,7317355,6013999,2087638,33469,282098
2023-05-27,0,0,0,0,0,0,0,0,15681,135413
2023-05-28,0,0,0,0,0,0,0,0,42903,370134
2023-05-29,0,0,0,0,0,0,0,0,43310,320886
2023-05-30,74666415,71931115,14599581,26495513,25167831,8028851,5017567,6115864,33015,258749
2023-05-31,114863692,68475833,35702363,38856800,26848432,10229547,8726559,3815302,49390,302236
2023-06-01,86838596,53038349,32174556,36395187,22302689,17263152,7144367,3654231,39066,256581
2023-06-02,99971001,57561893,20455350,51791541,19815174,7680587,8728221,6781952,34823,297389
2023-06-03,0,0,0,0,0,0,0,0,16668,149448
2023-06-04,0,0,0,0,0,0,0,0,20079,176348
2023-06-05,67713166,50342457,17908318,17306040,14364426,6375808,5947795,2776535,63786,576215
2023-06-06,65303336,42015275,18624730,37069976,15762872,3770828,5054465,2397486,63958,479037
2023-06-07,90118738,70261345,28104498,48259220,27682564,8656514,8662731,3773001,64334,448760
2023-06-08,65202483,48918787,16041925,26124433,24964610,5811511,6065431,9200130,31853,206137
2023-06-09,91469651,50090546,16426801,22638382,25531007,6906113,4676886,3535031,28540,198221
2023-06-10,0,0,0,0,0,0,0,0,67183,641057
2023-06-11,0,0,0,0,0,0,0,0,31225,217494
2023-06-12,78980077,46988137,16405925,28577028,22023849,5589742,4689158,5786525,28419,308524
2023-06-13,96213315,59521673,18272629,37020560,29228270,8891102,4755483,3356077,42848,310857
2023-06-14,111175463,69793031,18166195,36864815,33882526,7921424,7089543,4367641,46214,455104
2023-06-15,115256035,71852921,14445295,36625806,27959329,5611418,6907381,3645364,47740,378812
2023-06-16,116777617,83750024,20998295,42702486,18907827,6724995,9179972,3028424,52580,323295
2023-06-17,0,0,0,0,0,0,0,0,28971,203904
2023-06-18,0,0,0,0,0,0,0,0,22714,149011
2023-06-19,0,0,0,0,0,0,0,0,32362,245286
2023-06-20,81032390,50358018,18448873,52561054,18813643,5471766,7289786,2297514,72587,343285
2023-06-21,80206931,58229858,11581661,22024330,22878206,4936611,7180896,2592789,107477,557400
2023-06-22,73211695,51312171,10782853,23454664,25219959,4058031,7532117,3889413,63690,406278
2023-06-23,95331317,50006347,15614612,27842821,24242717,4198010,5400677,2243957,67281,358266
2023-06-24,0,0,0,0,0,0,0,0,28449,216756
2023-06-25,0,0,0,0,0,0,0,0,31460,362598
2023-06-26,69649512,50491328,12356045,19091219,13165431,2874034,3332317,2196059,46745,466095
2023-06-27,72062017,50020686,11663419,23495373,20401925,4978354,4954318,2692820,41889,377545
2023-06-28,82168769,50657438,9531784,23008818,27495389,5030087,6290858,2477554,40743,330220
2023-06-29,65407620,50087465,6872069,23837402,45117681,8129597,6277551,1974486,33775,244721
2023-06-30,115959431,57450006,29503502,23598108,34522580,7123711,6619734,3344380,90279,735724
2023-07-01,0,0,0,0,0,0,0,0,17583,176245
2023-07-02,0,0,0,0,0,0,0,0,25438,246411
2023-07-03,33183070,18067551,13297415,16212982,18932226,4468174,4282626,1239165,48650,324923
2023-07-04,0,0,0,0,0,0,0,0,31977,208500
2023-07-05,54307518,35281692,16518313,17333398,31378571,9734833,5237967,3110938,33888,274232
2023-07-06,89501292,45902484,18985340,36859590,46364446,9279118,5044239,2193011,68922,467019
2023-07-07,89731073,49916279,16143044,23288026,31308713,6785741,5334602,2718951,34500,238312
2023-07-08,0,0,0,0,0,0,0,0,12682,125322
2023-07-09,0,0,0,0,0,0,0,0,15018,141503
2023-07-10,58281713,45491639,10130246,23547572,23857082,6728425,3056594,2608185,43161,273860
2023-07-11,64997973,36280534,12470198,19938173,22477309,5747742,2818856,2230289,27746,190064
2023-07-12,98810218,64653170,16623746,62814596,34276986,7605980,6626332,3065512,35975,273525
2023-07-13,73949438,46766245,12321994,47005248,36096190,9313927,4409182,3574698,71908,557321
2023-07-14,71097433,57724513,12463936,25933985,21319701,7858108,5018846,2421997,64699,491137
2023-07-15,0,0,0,0,0,0,0,0,13720,127655
2023-07-16,0,0,0,0,0,0,0,0,16315,139841
2023-07-17,54644832,38478512,15394734,27737724,19802195,3010703,4010154,2175851,31519,293826
2023-07-18,81834968,58827380,11189264,30494313,18066429,3594218,8683558,2458272,29973,206521
2023-07-19,67670146,55338065,11560147,27293150,29019344,5360093,3675117,1695496,24818,224696
2023-07-20,72556272,69249808,14896850,31980736,56492181,9325263,5158017,2003185,34701,318183
2023-07-21,69333806,62300154,10749258,23031688,21972867,4146028,4070770,2818687,25041,174749
2023-07-22,0,0,0,0,0,0,0,0,14194,127148
2023-07-23,0,0,0,0,0,0,0,0,17368,147559
2023-07-24,55634429,38451232,9276974,51339792,18360936,7054733,4600601,2409496,39282,283709
2023-07-25,56248994,39456281,8432160,32420596,20187651,3867320,4104191,2543865,22306,154461
2023-07-26,69813868,46106348,12134753,37090905,22104097,4908837,5982651,1377585,34815,276673
2023-07-27,93195432,61017447,13463695,38660548,48798335,8234486,7326149,1852133,21052,154238
2023-07-28,88077267,59900205,16222274,34091431,29849642,5772861,3744516,1743751,22277,124345
2023-07-29,0,0,0,0,0,0,0,0,10936,73685
2023-07-30,0,0,0,0,0,0,0,0,15572,177654
2023-07-31,62674748,43778453,13813285,28007226,31299091,6086975,5634529,1966143,21941,159752
2023-08-01,55300080,38028913,14665125,35558665,34663404,8383277,6176967,1540074,45411,339428
2023-08-02,94126909,76201668,17382764,38737778,39569676,8243106,6156269,3333764,50542,236748
2023-08-03,66849091,45728070,13273267,20570752,64831721,11466640,4654474,3049014,26865,184554
2023-08-04,96845363,61178707,12728198,30062738,42472587,9483451,4911963,1969280,23850,192185
2023-08-05,0,0,0,0,0,0,0,0,12092,92987
2023-08-06,0,0,0,0,0,0,0,0,13061,93471
2023-08-07,56807664,39642870,12544186,19935587,38885555,3822812,4716053,1976326,29263,222014
2023-08-08,79959431,47700071,13003331,24954602,21360841,5567488,5898865,4315673,46265,237917
2023-08-09,83009822,50426844,11823694,30501958,21632786,5165919,4602648,4713889,37346,196179
2023-08-10,91056963,78358636,16976759,24939314,40530826,8068475,5926432,3417661,24258,131563
2023-08-11,71089466,53940100,14325012,36002697,30712781,6014801,5411031,3286983,20311,110344
2023-08-12,0,0,0,0,0,0,0,0,9019,60836
2023-08-13,0,0,0,0,0,0,0,0,11198,114342
2023-08-14,47405372,44626004,10156978,25458830,19154424,6195827,9495926,3317411,30958,146556
2023-08-15,75217622,45051790,14053793,33363926,27516463,9697537,7887835,3648901,27712,182617
2023-08-16,84964671,54454227,11801729,37396072,23885541,7322455,6516857,3610836,33612,200343
2023-08-17,100175965,57908507,14514415,37373248,34898811,10202950,7840646,2706885,99923,841914
2023-08-18,93404026,53804198,14471128,34374848,23741994,7450152,6090890,2785406,71508,526851
2023-08-19,0,0,0,0,0,0,0,0,26013,240812
2023-08-20,0,0,0,0,0,0,0,0,20821,210244
2023-08-21,61102886,54456501,15336092,27670313,29765823,10251102,4195831,2043721,29734,262663
2023-08-22,70715316,42971976,11434766,26131415,22192793,7132959,6001460,1601667,34698,416194
2023-08-23,71237133,55686243,12121858,27896714,39269352,8195422,7965920,3632798,44663,386617
2023-08-24,85066510,65443383,14499274,26597295,23736700,5995473,5797144,2272987,31249,247457
2023-08-25,111073093,71448484,11586097,19551359,25083622,7305952,6482540,3065003,27633,228967
2023-08-26,0,0,0,0,0,0,0,0,8701,80798
2023-08-27,0,0,0,0,0,0,0,0,12769,88801
2023-08-28,61507712,45622566,12739828,23018731,16064923,3343870,4447272,1787204,21738,207847
2023-08-29,82280947,58036356,12634165,31556956,30628007,7318214,7001812,2998517,74751,476999
2023-08-30,71148490,42425977,10630508,18022906,19973486,5932253,6344513,2378898,36625,206784
2023-08-31,69117610,36796091,12663107,35914321,30376583,6369631,4863723,2806858,53557,314543
2023-09-01,64801807,38776307,16325950,27325225,35112436,7784200,4641967,4294426,43041,301179
2023-09-02,0,0,0,0,0,0,0,0,16827,105267
2023-09-03,0,0,0,0,0,0,0,0,18497,108494
2023-09-04,0,0,0,0,0,0,0,0,21695,161605
2023-09-05,52817468,30371355,11123092,24522243,30341116,4999874,7029532,4733569,22013,189310
2023-09-06,74791244,44321213,11182938,29151350,25311981,7508848,5977291,3256156,29633,218827
2023-09-07,76707648,53878726,13721413,24068220,19028059,6787482,3410830,2571938,30126,233567
2023-09-08,64784292,33840451,12206992,15609713,17733563,4496051,3089291,2040471,28757,207017
2023-09-09,0,0,0,0,0,0,0,0,11342,63882
2023-09-10,0,0,0,0,0,0,0,0,20729,193592
2023-09-11,65377729,38283157,11706513,23776155,18981580,4010943,3626918,2081058,43829,418411
2023-09-12,68609838,45441185,8575037,28352994,20765957,4335865,4161135,3053379,56261,345203
2023-09-13,67706724,49786637,9691335,21878503,25468130,6154927,3705530,2723847,34977,227725
2023-09-14,79785599,47532111,13823169,23293467,29217376,6656046,6617745,3287327,37757,273028
2023-09-15,112321423,74299366,13412479,31099803,28100288,9615762,5506975,3140832,25515,194194
2023-09-16,0,0,0,0,0,0,0,0,16585,100561
2023-09-17,0,0,0,0,0,0,0,0,12272,122112
2023-09-18,54282559,34252903,8997026,23688274,17707866,4441910,4788496,5834686,44392,281014
2023-09-19,67733442,34511730,10325427,17169494,24401558,7867750,3943927,6691868,35309,175496
2023-09-20,89349523,44565098,14136661,24649508,31790368,10666501,9002862,3932644,34136,225271
2023-09-21,115331898,68544931,17914319,35223471,63229465,9099122,7792997,3187848,35424,221204
2023-09-22,105111405,51433197,14338368,48959202,29269728,8598726,3605927,2693883,17275,126291
2023-09-23,0,0,0,0,0,0,0,0,9641,64666
2023-09-24,0,0,0,0,0,0,0,0,15994,143938
2023-09-25,72765784,41924221,15370776,29382853,48314218,11321626,5098678,2003114,24812,170749
2023-09-26,101793094,57480955,17254749,39000086,39114091,8743381,7601640,2565150,18723,117302
2023-09-27,109282489,58819455,16525975,29207073,47809261,11204775,10177479,4254330,35567,290058
2023-09-28,99060181,60232994,19212696,36595002,67961454,11449004,9916833,3289492,43477,310242
2023-09-29,117897134,58007073,20656528,44982229,51744138,14263885,10871610,2277455,28541,245432
2023-09-30,0,0,0,0,0,0,0,0,14435,149104
2023-10-01,0,0,0,0,0,0,0,0,25537,246591
2023-10-02,89159920,50581400,24955927,31271654,45352798,19086034,12627466,3197220,61170,348840
2023-10-03,103823610,60020640,20084378,52849748,80436919,21539023,11449708,2805057,29724,212140
2023-10-04,101220933,52702227,19452531,34141059,62072692,13094671,10172799,8338726,29201,212475
2023-10-05,76260133,47977671,17291948,29127834,36513561,11915918,7013069,6026804,29251,240074
2023-10-06,115466928,76723414,17256063,31236073,69245861,12289955,9534934,3798468,35762,200019
2023-10-07,0,0,0,0,0,0,0,0,13582,100308
2023-10-08,0,0,0,0,0,0,0,0,18737,131686
2023-10-09,87539943,45699352,11330600,21964938,31034568,6258873,10387145,7651852,32940,328777
2023-10-10,81949129,51400999,23943648,37896574,62516679,10158706,6048913,4522987,21902,253236
2023-10-11,63683626,35312624,16002152,25628995,62185099,15294406,6789711,6281721,35645,279940
2023-10-12,87490847,53905587,17153737,36784682,68875278,12354348,5861638,4098451,23809,227668
2023-10-13,94083411,52006742,19128000,26853805,48525047,9437243,17671176,6711932,22742,205051
2023-10-14,0,0,0,0,0,0,0,0,11383,106701
2023-10-15,0,0,0,0,0,0,0,0,14716,110622
2023-10-16,80023765,43318787,18813231,22998758,37127261,7412684,8198173,5569072,80191,440981
2023-10-17,72664817,47120620,11934945,26075057,56678812,11835735,8456770,3709050,39320,236835
2023-10-18,101493840,52256632,16383918,31758836,72775933,13656782,14336002,4655461,32093,187987
2023-10-19,124428012,71343122,26521710,29175911,90304172,26794105,13446005,6009318,34127,211671
2023-10-20,124048288,70450131,27433349,42596453,59462926,12390090,12331133,4645776,59672,326930
2023-10-21,0,0,0,0,0,0,0,0,25210,176638
2023-10-22,0,0,0,0,0,0,0,0,23279,228714
2023-10-23,97454058,61620471,18615919,36119885,71418961,11224334,9060026,4353120,93299,561048
2023-10-24,78227982,52112279,22056115,35517043,49389125,11021783,6420395,6574898,112141,623739
2023-10-25,101743355,68693803,18793472,25352775,60383879,16638622,9340754,5424187,50917,351967
2023-10-26,109602145,77132158,20584927,31257416,54129260,14894816,6783240,3359520,41037,454381
2023-10-27,108223911,62470260,23418787,36240810,36040278,11545010,13839195,5738151,34745,270598
2023-10-28,0,0,0,0,0,0,0,0,18627,124423
2023-10-29,0,0,0,0,0,0,0,0,20292,142017
2023-10-30,88640337,59416236,21371649,33046491,46893473,10923898,8280617,5943175,32999,274562
2023-10-31,83626860,49651365,19589999,38201406,41109055,11941366,10148911,4992022,31693,260022
2023-11-01,101553702,55983700,22450664,28930807,78543257,24222053,9145839,4151385,53650,448209
2023-11-02,94994093,58267757,19765966,37538881,77575774,13633558,7335079,4485176,43877,364543
2023-11-03,95497669,60355120,21554266,42462237,82437913,22183204,9379753,4474939,39710,313878
2023-11-04,0,0,0,0,0,0,0,0,18409,180740
2023-11-05,0,0,0,0,0,0,0,0,24805,420319
2023-11-06,68299890,41082417,14280836,34003025,42034545,11579731,8751006,2681339,22949,322879
2023-11-07,65695654,52311645,14956559,18057450,41961101,12742931,7230620,6755654,40498,332556
2023-11-08,62685701,36265806,10127252,20894058,56055307,10653863,7467572,7137732,31958,257956
2023-11-09,85954741,57114015,14618296,28017302,104285133,16421156,6337465,3980930,84106,1107214
2023-11-10,97115893,58835968,12466110,19534774,38443436,10871659,7697801,3855694,42919,570854
2023-11-11,0,0,0,0,0,0,0,0,23374,352172
2023-11-12,0,0,0,0,0,0,0,0,18827,294356
2023-11-13,52366700,41299212,11351948,23921893,25445422,9299932,5704189,2982148,31726,553161
2023-11-14,95819172,63688796,20697061,73571838,67976110,13849596,6670761,2533757,42506,475588
2023-11-15,73341343,53564478,13151076,46005404,59325168,12192347,4808429,5089136,55231,416112
2023-11-16,65605279,45962387,13526160,22642999,53397146,10385266,7796294,6533028,47039,503734
2023-11-17,81772766,48550259,13964994,28507135,49416051,8609897,5040666,5691130,37739,400884
2023-11-18,0,0,0,0,0,0,0,0,17211,278823
2023-11-19,0,0,0,0,0,0,0,0,22128,232810
2023-11-20,71828108,44502528,10305222,39676099,45829508,7861179,5418747,3950491,38191,457780
2023-11-21,54244397,44816696,12324729,22590543,30579578,8970324,7251967,2931055,46693,511043
2023-11-22,59075422,44318958,11602228,19913354,34206035,7435940,4737410,5293852,45401,465121
2023-11-23,0,0,0,0,0,0,0,0,24078,238358
2023-11-24,32449272,15289332,7090743,12359890,22347719,3879334,2444371,1532386,47835,440007
2023-11-25,0,0,0,0,0,0,0,0,11206,150889
2023-11-26,0,0,0,0,0,0,0,0,22783,253036
2023-11-27,55876809,35895753,10826235,22774860,40229492,10341392,6177111,4507466,26539,343358
2023-11-28,59811830,34357243,11739133,32488198,51071820,13001063,10821811,2410940,35047,273008
2023-11-29,61744093,36767276,11269095,25858983,59347721,17106485,8590383,4176495,32700,279940
2023-11-30,82086897,54198123,18929304,31780594,63638621,18731393,8184368,9495066,23765,242759
2023-12-01,95333249,40181267,21373040,29038604,75317568,22380118,15997646,3877438,43742,359507
2023-12-02,0,0,0,0,0,0,0,0,26693,321051
2023-12-03,0,0,0,0,0,0,0,0,25709,248839
2023-12-04,68813204,50734818,14171623,25788211,37839659,16743922,17227726,5325451,79774,598074
2023-12-05,73802240,41658768,18115766,27508848,82092061,26721489,7758006,5063740,64843,534526
2023-12-06,66808259,44954453,15838900,26752218,64325205,13992635,5644341,9165456,50067,413069
2023-12-07,68395007,48993615,14735611,20030219,50817966,14942340,5635774,4492722,44383,476981
2023-12-08,86446791,45883285,12568038,26760841,48590584,14249784,7394796,4333376,41853,359495
2023-12-09,0,0,0,0,0,0,0,0,25369,285458
2023-12-10,0,0,0,0,0,0,0,0,19831,205311
2023-12-11,67142877,42890528,11351950,21603492,37851338,10605822,8542088,2506909,74481,623658
2023-12-12,70470648,38631676,12005609,21999721,40226663,7376724,4820033,6928956,43831,362066
2023-12-13,91822431,59566533,16050747,37817067,75379675,16260139,10666329,3646981,44588,440409
2023-12-14,113112348,55912082,21272449,56979871,89338240,32488022,9145924,5112330,40512,416995
2023-12-15,144006060,64581418,24185652,38940897,60355418,10329440,8732366,3564056,33116,345889
2023-12-16,0,0,0,0,0,0,0,0,24571,197952
2023-12-17,0,0,0,0,0,0,0,0,26177,229181
2023-12-18,75712527,47078850,13696213,40883367,37481019,8597357,5098722,5111324,51995,353668
2023-12-19,53834474,36543632,14760126,36021839,33957175,8568538,5935557,4126083,38435,366082
2023-12-20,103944102,59782187,22037678,45188782,61014285,13162428,5493914,5190732,50134,446993
2023-12-21,94174609,47193595,16405135,31979978,66727412,8359827,4858040,3352312,34808,488036
2023-12-22,70062227,36536529,12645281,18238138,29372599,5197848,7346062,4213920,33904,629376
2023-12-23,0,0,0,0,0,0,0,0,16854,255916
2023-12-24,0,0,0,0,0,0,0,0,24580,301682
2023-12-25,0,0,0,0,0,0,0,0,27757,287937
2023-12-26,51512203,24073177,8805522,16840611,26781563,3321811,4072870,5435487,36483,403588
2023-12-27,73554803,31095195,12685699,30506599,47339609,7045750,5628471,3989058,35229,555142
2023-12-28,74805224,29115223,17621122,37368975,39602858,5228195,5862367,5450642,35808,542939
2023-12-29,114582834,39534289,21504795,44843030,43208366,6479127,4713328,3388951,42144,476799
2023-12-30,0,0,0,0,0,0,0,0,22983,209928
2023-12-31,0,0,0,0,0,0,0,0,24245,209375
2024-01-01,0,0,0,0,0,0,0,0,26349,226636
2024-01-02,121584469,59166025,17872691,21610007,52494588,9453008,6224794,7236887,66499,458569
2024-01-03,103850818,41691323,17082716,33366246,62716856,11266447,8658436,6709141,77021,714497
2024-01-04,86102229,43511496,11922019,20082551,55812725,7304883,4033303,5064598,47777,445015
2024-01-05,96183118,45027921,22517322,21472314,44959583,9596055,7920799,4807035,44647,412468
2024-01-06,0,0,0,0,0,0,0,0,15350,201178
2024-01-07,0,0,0,0,0,0,0,0,22776,201636
2024-01-08,73094722,44168700,17127574,16652874,41837848,7788973,6426274,5626666,72690,544841
2024-01-09,66075546,41911229,10049808,30513743,35130313,7609040,4136667,4285767,72890,513946
2024-01-10,64832585,31315570,11645414,20092178,50497386,8790427,4418639,6616712,91412,1149206
2024-01-11,76513387,53708032,16560964,24622110,83450195,9317331,6704473,7762778,95795,899467
2024-01-12,59318398,40849304,11516508,21509216,39226599,8574718,6796051,7500909,76052,879757
2024-01-13,0,0,0,0,0,0,0,0,37277,427494
2024-01-14,0,0,0,0,0,0,0,0,28586,309414
2024-01-15,0,0,0,0,0,0,0,0,39427,304978
2024-01-16,79621141,49167041,19675828,46107550,61957576,9094100,6814780,4573727,47982,415385
2024-01-17,67224898,53527153,14298422,47286640,60674971,9745979,8305312,4322298,30636,345582
2024-01-18,99513199,60935917,14920138,33571805,91666830,8734539,4529140,4822182,46117,470661
2024-01-19,110808417,69358777,14430685,30146948,50734180,17237719,5790121,4613158,48492,424620
2024-01-20,0,0,0,0,0,0,0,0,15796,137824
2024-01-21,0,0,0,0,0,0,0,0,12782,110343
2024-01-22,75501112,41439820,14374298,26966528,38429479,9532508,4756734,5275613,55283,478741
2024-01-23,53170537,32446943,13773738,36957832,37159936,6839598,4945120,3250073,60145,732040
2024-01-24,90306722,45353013,15390478,38500647,66629768,10374465,5918055,4773163,39264,364762
2024-01-25,76038021,46223518,16182405,26085075,60016061,11464290,4566315,4910644,31594,340927
2024-01-26,84577879,36087096,16774099,20629234,31650661,10355308,5030131,5413388,45402,355198
2024-01-27,0,0,0,0,0,0,0,0,15934,149552
2024-01-28,0,0,0,0,0,0,0,0,27800,227218
2024-01-29,62443440,37066605,13195754,26208097,38713738,6168691,5759105,3368439,35088,309598
2024-01-30,63232349,36104593,12056107,23912474,45480121,7335286,4846172,3744011,36275,357641
2024-01-31,127729079,63435415,23927260,37302042,90241149,16650495,8213641,5259380,36186,399425
2024-02-01,97353911,54832973,17014207,24046903,90399186,29062877,10227141,12797552,34152,327355
2024-02-02,102302368,58489526,15052764,31184627,66790664,14290133,7034412,5551952,28011,231637
2024-02-03,0,0,0,0,0,0,0,0,12101,120748
2024-02-04,0,0,0,0,0,0,0,0,15401,198812
2024-02-05,72962931,43935953,15269426,25884477,55571688,11751071,5287069,3294340,30172,253414
2024-02-06,57415095,36252795,13384859,41683150,34400691,8686721,5486771,4466934,24990,391405
2024-02-07,62424539,42246123,10034817,21795494,41225954,9044035,6949872,5663235,33564,311970
2024-02-08,52072754,29149415,8790719,24748161,52915839,8003460,4015151,6357862,45293,365758
